"Atrial cardiomyocytes","Capillary endothelium","Cardiac neural crest cells & Schwann progenitor cells","Endothelium / pericytes / adventitia","Epicardial cells","Epicardium-derived cells","Fibroblast-like (related to cardiac skeleton connective tissue)","Fibroblast-like (related to larger vascular development)","Fibroblast-like (related to smaller vascular development)","Myoz2-enriched cardiomyocytes","Smooth muscle cells / fibroblast-like)","Ventricular cardiomyocytes"
"2043_12932",0.109206419683266,1.26067906729641e-07,2.1071259395225e-06,7.56907257714617e-08,0.0643147647564947,0.0568901564919223,1.04298599022832e-06,0.173645589352875,1.77699874467706e-05,0.082774236280898,9.03534815868232e-07,0.51314680804172
"2043_13356",0.0165423756153173,3.85552210968813e-08,0.152610450030839,2.11959576501094e-08,0.103134692687162,0.36200241926088,0.0639711485414116,1.60144013409103e-07,9.80048999894848e-07,3.47871142182796e-06,1.7942969777403e-07,0.301734055779078
"2497_1060",0.776120147355635,2.40970642937743e-09,1.06478884091082e-08,1.63654765010141e-09,0.156440575777405,0.064533427422175,1.57661624149911e-08,1.30339065588668e-08,0.00290578583062891,5.35384930853045e-09,1.1240807230739e-08,3.52528779551837e-09
"2497_1484",0.556432571793052,4.95546475490905e-10,0.00810442506005414,3.20909426237175e-10,0.291881454012742,0.0964155049170566,0.00923215974438613,4.87969125041597e-09,0.0379338734266713,1.30999978401206e-09,3.32249070541885e-09,7.17399981858048e-10
"2497_1908",0.619798666465339,1.57040872872398e-09,5.4364277897734e-09,8.7959913309502e-10,0.261640010531807,0.0773571862529775,0.00176132189734222,1.22713248899397e-08,0.0394427684758812,3.6409991579352e-09,2.04077117067463e-08,2.17018161070632e-09
"2497_2332",0.510134668940128,3.75611405646977e-09,2.05703447205321e-08,1.7144801951817e-09,0.353755326458104,0.0624599081445865,2.16797157519848e-08,2.53724001188074e-08,0.0561460541250047,5.78612090035758e-09,0.0175039597765182,3.67648319052562e-09
"2497_2756",0.999999965684056,1.71211242694971e-09,1.80079118981387e-08,4.29931501175518e-10,4.92841375067593e-10,1.09330966102521e-09,1.44846493317867e-09,1.67196267569976e-09,1.01707289700689e-09,4.4333011251327e-09,1.6630275154291e-09,2.34600830935972e-09
"2497_4876",0.996626358962981,3.741389203072e-09,6.140922906337e-09,0.00337357239413707,3.19584749486302e-09,4.41883533156508e-09,4.57089370853929e-09,5.15822228948587e-09,4.57253173087221e-09,2.20702176695714e-08,4.05410460182187e-09,1.07199170409226e-08
"2497_5300",0.929213354502928,4.6382827959935e-08,0.0616996322609917,3.80805186275555e-08,0.00288198687705331,7.55773489640019e-08,8.81589702610254e-08,0.00620419658970621,1.2171013574746e-07,2.36383332244224e-07,5.34223239056529e-08,1.70053862977053e-07
"2497_5724",0.617918311191245,1.43482059642785e-09,5.14060438344647e-09,1.07218098838297e-09,0.295744254019172,0.0632567501626367,8.05885388198886e-09,2.6397637692407e-09,6.45695063432122e-09,2.54857590777076e-09,0.0230806558027708,1.47242497282494e-09
"2497_8692",0.0598854669586013,1.06360569349451e-08,1.19468668962611e-07,0.00833293498945901,0.00660173369967262,2.56427226704252e-08,1.97304285840224e-08,0.00457045931450654,0.0936047963216233,0.145831909435922,1.46077758095808e-08,0.681172509194562
"2497_9116",0.0675829082351874,4.71601018248443e-08,0.00838974307083193,2.57542701897728e-08,0.0081616692358435,3.25538967972156e-07,0.00608525313063335,1.31368383957347e-07,0.056607322550888,0.197683901890534,1.17853525194665e-07,0.655488554210833
"2497_9540",0.0433698823261276,7.31039935801919e-10,1.37525530790987e-09,3.25485874168002e-10,3.87662788400865e-10,4.97453849128518e-10,5.14335240219146e-10,5.28989151378704e-10,5.5320752362221e-10,0.184278254483851,3.96442725016016e-10,0.772351857880149
"2497_9964",0.0831824588963227,3.74903900904352e-06,8.38535653591879e-07,1.90303919930209e-07,7.32900530434357e-07,9.46697975664631e-07,6.80498634408141e-07,0.0101608743737881,1.05771666131337e-06,9.25259892408899e-05,4.55325199916423e-07,0.906555489723064
"2497_10388",0.21120639198796,0.0346559146910631,6.41758361043474e-07,8.33792419074119e-08,0.00657438793002896,1.98597504177125e-07,1.6484814059731e-07,0.0448484893968566,0.029672876908308,0.174745336880521,1.21238328727316e-07,0.498295392383685
"2497_10812",0.0778558077298472,7.78108724525984e-10,3.53667235609696e-08,3.37153525468871e-10,0.00749680858494558,1.6110444506456e-09,0.00297685694593495,9.36285355911147e-10,0.00182575251810225,0.105494714360321,5.39173566161541e-10,0.804350020292359
"2497_11236",0.0843850689569321,8.51246996364851e-09,0.0128525903445516,7.76334681576364e-09,9.42967572439145e-09,4.87828810047882e-08,2.86898376388871e-08,8.10619002519633e-08,0.0369542250178647,0.365412057493492,2.36567689412489e-08,0.500395850290279
"2497_11660",0.167713437178839,2.69655020736265e-09,8.5787974741721e-09,1.58382593727078e-09,2.56941765016157e-09,1.1328082740672e-08,1.16635290703163e-08,7.02212907440916e-09,0.0100094195270922,0.290035843884766,4.77002451917464e-09,0.532241249196946
"2497_12084",0.0753527121435275,7.92251879375831e-09,3.11921514961309e-08,5.39707093175516e-09,5.73367859668844e-09,1.97513575597832e-08,1.21186910268428e-08,0.01810629351364,2.69300198867272e-08,0.259709586855124,4.2643182381393e-08,0.646831255799037
"2497_12508",0.066361330333498,1.90324370108835e-08,0.0819044228060287,0.011439978495169,1.93296914216807e-09,1.11283395039365e-08,6.86707647182153e-09,3.03891044060525e-08,0.0687173217436765,0.31349177934696,2.87889292999546e-09,0.458085095045849
"2497_12932",0.0806534715641338,4.01692203198651e-07,0.0173916351007194,2.27787662104227e-07,0.0127497829797895,2.14933725582301e-06,1.33088750341973e-06,9.74597836510664e-07,0.0106876824474626,0.0113746121743006,9.86517092598394e-07,0.86713674491404
"2497_13356",0.0586625800711204,8.42049232996634e-09,0.176592814782348,0.0141136229616869,1.7180910578065e-08,5.11486723667197e-08,2.88783316442505e-08,1.01385395804468e-07,0.104799619114315,0.152448868946854,5.31298984072619e-09,0.493382281796882
"2497_13780",1.04026242446444e-07,2.50292297873346e-08,0.0494091003924,1.70674642048128e-08,0.0373932324516629,4.88638212423874e-07,2.45753429024145e-07,1.26850611327116e-07,0.356015412165909,0.00523673826667553,5.65462657974016e-08,0.551944452811898
"2497_14204",0.162719225634803,2.42533847868602e-09,1.6724886731232e-08,9.68450102971322e-10,1.75134215170791e-08,0.0247278377901922,1.53766061841972e-08,7.27695760062689e-09,0.0796422852497311,5.10325299333212e-08,4.45611517449614e-09,0.732910535550968
"2951_1060",0.96085966829487,1.29713314694239e-08,5.84412858852312e-08,9.4151438067512e-09,1.76248524501646e-08,6.62988600549618e-08,4.62098257255373e-08,3.88341288674379e-07,0.0391396372356804,4.37357035892096e-08,2.41475429221462e-08,2.72836154697662e-08
"2951_1484",0.663040616603216,2.16635585418029e-09,4.62947466360911e-09,1.12914085346166e-09,0.188031518864442,0.108727758671226,1.36208308852099e-08,7.71396852337922e-09,0.0402000486485825,5.57754205051698e-09,1.83438875880281e-08,4.03133409554176e-09
"2951_1908",0.871717012408935,0.00254115488949505,0.00474008222708682,8.79617098878226e-11,0.0920025097803317,2.49960568892949e-10,2.14723978585466e-10,0.028999239177097,2.65891140569594e-10,3.11622267485308e-10,2.00952029552951e-10,1.85942807019663e-10
"2951_2332",0.974290981354863,5.08583117734918e-09,0.0257089168410599,5.43541009635166e-09,5.08266450437473e-09,6.11350304801472e-09,6.48012028675982e-09,1.09658541056424e-08,6.41837844565784e-09,3.51154924862158e-08,5.77280434622952e-09,1.53340188622519e-08
"2951_2756",0.996209054454594,8.31724163013974e-08,7.37758732709478e-07,5.61840090081418e-08,0.00378874720564628,9.78383513402831e-08,1.03362682378376e-07,1.61813358995385e-07,1.02552274849557e-07,5.55926845211011e-07,7.91771216106526e-08,2.20553967317546e-07
"2951_4876",0.971149528767848,5.78206919171279e-09,0.0282954289005868,6.4575427096424e-09,4.74453221380859e-09,3.47694737235226e-08,1.62571659600231e-08,1.76198788163863e-08,0.000554919565039004,1.65596613732129e-08,7.85968035227685e-09,1.27165214888765e-08
"2951_5300",0.917816259279928,5.61111226865325e-10,0.00176175343544436,2.45138506992338e-10,0.0492723930280921,0.0166307202684616,0.000816113116132596,0.0137027512433115,4.47508270175838e-09,1.11904468312446e-09,2.46712813870459e-09,7.6112482179786e-10
"2951_8692",0.0228047539026659,9.80442877304509e-09,0.0188130996623726,7.99088301047636e-09,0.00146600258337019,2.43616005258196e-08,2.36650709111117e-08,3.55660564452369e-08,0.020815517569441,0.157014670317038,1.21723366924262e-08,0.779085842404736
"2951_9116",0.09685470482305,0.039145267162407,0.0623693999248197,1.57803161107489e-08,1.43147725858122e-08,2.89321305687692e-07,9.30658768300675e-08,9.29659531309287e-08,0.154942641490076,0.210257636989846,4.57491216257384e-08,0.436429798412455
"2951_9540",0.0722366848223963,1.7909014737193e-09,7.50862653063988e-09,3.21384259609784e-10,5.53782558116829e-10,3.0236137864906e-09,2.59236004598893e-09,4.64406621894174e-09,0.0766236064014751,0.0877620497080692,2.77926741957045e-09,0.763377635854057
"2951_9964",0.0487546247410785,0.0125948026370444,1.16624940508404e-07,2.8793960953108e-08,0.00956551955287659,4.42666121352665e-08,5.12756831766265e-08,6.13688758409718e-08,5.04302452432741e-08,0.203424453597575,3.46432573965539e-08,0.72566021206785
"2951_10388",0.108123871529696,0.0109884068927199,0.0169679370632075,1.37135295751327e-08,0.000697255990351908,1.37844885908057e-08,1.60783670903791e-08,2.0258700368387e-08,2.54475987368896e-08,0.440887252198237,1.05016808791033e-08,0.422335176541422
"2951_10812",0.0719998201763023,8.60343255193829e-10,0.00322461662750329,1.49173244118094e-10,0.0123255153886464,2.49957288534863e-10,3.04297047930994e-10,3.45012557357787e-10,2.79695742783496e-10,0.310285107591977,3.44839376695754e-10,0.602164937682252
"2951_11236",1.29617881361462e-08,0.0128294248612788,0.000995495220508449,4.44431992574605e-10,3.76135538001759e-05,4.34918485524472e-10,5.27431423978976e-10,0.0101506321526798,6.09647360420555e-10,0.386923715631586,3.83421751654908e-10,0.589063103218508
"2951_11660",0.175930835000103,0.0132307503016399,2.87389697565603e-08,8.64858829531679e-09,0.00151279855448625,0.00169401551065676,3.32289454922787e-08,1.5447608634309e-08,2.93153509400848e-08,2.73054454569599e-06,1.41840846196167e-08,0.807628740525021
